onset_time	duration	type	cond	stimuli
90000	350	IMAGE_STREAM	faces	face_097.png:350:50~face_103.png:350:50~face_023.png:350:50~face_072.png:350:50
92000	1866	SOUND	motor_audio	press-left.wav
96000	300	SOUND_STREAM	tones_regular	tone_01_220Hz.wav:300:100~tone_03_261Hz.wav:300:100~tone_05_311Hz.wav:300:100~tone_07_370Hz.wav:300:100
98000	350	IMAGE_STREAM	consonants	shlsr.png:350:50~slrht.png:350:50~rqtsm.png:350:50~srmnf.png:350:50
100000	350	IMAGE_STREAM	disks_random	disk_frame_6.png:350:50~disk_frame_2.png:350:50~disk_frame_4.png:350:50~disk_frame_3.png:350:50
102000	1200	IMAGE	equations	2+3.png
104000	350	IMAGE_STREAM	rings	ring_1.png:350:50~ring_3.png:350:50~ring_2.png:350:50~ring_7.png:350:50
106000	1161	SOUND	sentences_audio	sentence_02.wav
108000	350	IMAGE_STREAM	motor_visual	press.png:350:50~left.png:350:50~three.png:350:50~times.png:350:50
112000	350	IMAGE_STREAM	sentences	chefs.png:350:50~bring.png:350:50~clean.png:350:50~plate.png:350:50
114000	1600	SOUND	sounds	sound_05.wav
116000	350	IMAGE_STREAM	wedges	wedge_4.png:350:50~wedge_2.png:350:50~wedge_1.png:350:50~wedge_7.png:350:50
118000	350	IMAGE_STREAM	disks_regular	disk_frame_2.png:350:50~disk_frame_3.png:350:50~disk_frame_4.png:350:50~disk_frame_5.png:350:50
120000	4000	IMAGE	rest	rest.png
124000	1273	SOUND	equations_audio	equation_1.wav
128000	300	SOUND_STREAM	tones_random	tone_03_261Hz.wav:300:100~tone_06_339Hz.wav:300:100~tone_04_285Hz.wav:300:100~tone_05_311Hz.wav:300:100
130000	1017	SOUND	sentences_reversed	control_03.wav
132000	1600	SOUND	sounds	sound_10.wav
134000	1021	SOUND	equations_audio	equation_2.wav
138000	350	IMAGE_STREAM	houses	house_024.png:350:50~house_019.png:350:50~house_063.png:350:50~house_008.png:350:50
140000	350	IMAGE_STREAM	faces	face_039.png:350:50~face_102.png:350:50~face_001.png:350:50~face_043.png:350:50
142000	1430	SOUND	motor_audio	press-right.wav
146000	1200	IMAGE	equations	4+5.png
148000	350	IMAGE_STREAM	disks_random	disk_frame_2.png:350:50~disk_frame_5.png:350:50~disk_frame_6.png:350:50~disk_frame_8.png:350:50
150000	300	SOUND_STREAM	tones_regular	tone_02_240Hz.wav:300:100~tone_03_261Hz.wav:300:100~tone_04_285Hz.wav:300:100~tone_05_311Hz.wav:300:100
152000	300	SOUND_STREAM	tones_random	tone_08_403Hz.wav:300:100~tone_04_285Hz.wav:300:100~tone_06_339Hz.wav:300:100~tone_02_240Hz.wav:300:100
154000	350	IMAGE_STREAM	sentences	hosts.png:350:50~allow.png:350:50~every.png:350:50~guest.png:350:50
156000	350	IMAGE_STREAM	rings	ring_5.png:350:50~ring_8.png:350:50~ring_6.png:350:50~ring_4.png:350:50
158000	4000	IMAGE	rest	rest.png
162000	1017	SOUND	sentences_reversed	control_03.wav
164000	1664	SOUND	sentences_audio	sentence_04.wav
166000	350	IMAGE_STREAM	disks_regular	disk_frame_3.png:350:50~disk_frame_4.png:350:50~disk_frame_5.png:350:50~disk_frame_6.png:350:50
168000	350	IMAGE_STREAM	consonants	ckrst.png:350:50~vlthg.png:350:50~ybdbr.png:350:50~shtrl.png:350:50
170000	350	IMAGE_STREAM	motor_visual	press.png:350:50~right.png:350:50~three.png:350:50~times.png:350:50
174000	350	IMAGE_STREAM	wedges	wedge_8.png:350:50~wedge_6.png:350:50~wedge_5.png:350:50~wedge_3.png:350:50
176000	1200	IMAGE	equations	4+1.png
178000	350	IMAGE_STREAM	houses	house_039.png:350:50~house_007.png:350:50~house_032.png:350:50~house_086.png:350:50
180000	4000	IMAGE	rest	rest.png
184000	350	IMAGE_STREAM	wedges	wedge_4.png:350:50~wedge_2.png:350:50~wedge_3.png:350:50~wedge_8.png:350:50
186000	350	IMAGE_STREAM	rings	ring_5.png:350:50~ring_7.png:350:50~ring_1.png:350:50~ring_4.png:350:50
188000	1065	SOUND	equations_audio	equation_8.wav
192000	300	SOUND_STREAM	tones_regular	tone_07_370Hz.wav:300:100~tone_05_311Hz.wav:300:100~tone_03_261Hz.wav:300:100~tone_01_220Hz.wav:300:100
194000	350	IMAGE_STREAM	disks_random	disk_frame_6.png:350:50~disk_frame_2.png:350:50~disk_frame_3.png:350:50~disk_frame_4.png:350:50
196000	300	SOUND_STREAM	tones_random	tone_07_370Hz.wav:300:100~tone_06_339Hz.wav:300:100~tone_08_403Hz.wav:300:100~tone_09_440Hz.wav:300:100
198000	350	IMAGE_STREAM	faces	face_076.png:350:50~face_073.png:350:50~face_003.png:350:50~face_050.png:350:50
200000	1231	SOUND	sentences_reversed	control_01.wav
202000	350	IMAGE_STREAM	motor_visual	press.png:350:50~right.png:350:50~three.png:350:50~times.png:350:50
206000	350	IMAGE_STREAM	sentences	poets.png:350:50~write.png:350:50~short.png:350:50~poems.png:350:50
208000	1779	SOUND	sentences_audio	sentence_10.wav
210000	350	IMAGE_STREAM	disks_regular	disk_frame_3.png:350:50~disk_frame_4.png:350:50~disk_frame_5.png:350:50~disk_frame_6.png:350:50
212000	1866	SOUND	motor_audio	press-left.wav
216000	1600	SOUND	sounds	sound_07.wav
218000	350	IMAGE_STREAM	consonants	krdlp.png:350:50~ylbth.png:350:50~rlwsr.png:350:50~nhytc.png:350:50
