onset,duration,trial_type,file_path
387.000,0.500,exp,examples/RSVP-Images/images/rake.jpg
391.500,0.500,exp,examples/RSVP-Images/images/alpaca.jpg
396.000,0.500,exp,examples/RSVP-Images/images/record.jpg
400.500,0.500,exp,examples/RSVP-Images/images/cranberry.jpg
405.000,0.500,exp,examples/RSVP-Images/images/rocking_chair.jpg
409.500,0.500,exp,examples/RSVP-Images/images/helmet.jpg
414.000,0.500,exp,examples/RSVP-Images/images/straightjacket.jpg
418.500,0.500,exp,examples/RSVP-Images/images/keyhole.jpg
423.000,0.500,catch,examples/RSVP-Images/images/snowman.jpg
427.500,0.500,exp,examples/RSVP-Images/images/grinder.jpg
432.000,0.500,exp,examples/RSVP-Images/images/skin.jpg
436.500,0.500,exp,examples/RSVP-Images/images/telescope.jpg
441.000,0.500,exp,examples/RSVP-Images/images/clothespin.jpg
445.500,0.500,catch,examples/RSVP-Images/images/latte.jpg
450.000,0.500,exp,examples/RSVP-Images/images/tupperware.jpg
454.500,0.500,exp,examples/RSVP-Images/images/recorder.jpg
459.000,0.500,exp,examples/RSVP-Images/images/sandbox.jpg
463.500,0.500,exp,examples/RSVP-Images/images/shower_cap.jpg
468.000,0.500,exp,examples/RSVP-Images/images/retainer.jpg
472.500,0.500,exp,examples/RSVP-Images/images/snowsuit.jpg
477.000,0.500,exp,examples/RSVP-Images/images/skirt.jpg
481.500,0.500,exp,examples/RSVP-Images/images/mousetrap.jpg
486.000,0.500,exp,examples/RSVP-Images/images/scanner.jpg
490.500,0.500,exp,examples/RSVP-Images/images/cummerbund.jpg
495.000,0.500,exp,examples/RSVP-Images/images/graffiti.jpg
499.500,0.500,exp,examples/RSVP-Images/images/lime.jpg
504.000,0.500,exp,examples/RSVP-Images/images/ice_cream.jpg
508.500,0.500,exp,examples/RSVP-Images/images/steamroller.jpg
513.000,0.500,exp,examples/RSVP-Images/images/mustard.jpg
517.500,0.500,exp,examples/RSVP-Images/images/float.jpg
522.000,0.500,exp,examples/RSVP-Images/images/peppermint.jpg
526.500,0.500,exp,examples/RSVP-Images/images/pedal.jpg
531.000,0.500,exp,examples/RSVP-Images/images/doormat.jpg
535.500,0.500,exp,examples/RSVP-Images/images/llama.jpg
540.000,0.500,exp,examples/RSVP-Images/images/horse.jpg
544.500,0.500,exp,examples/RSVP-Images/images/sponge.jpg
549.000,0.500,exp,examples/RSVP-Images/images/knot.jpg
553.500,0.500,exp,examples/RSVP-Images/images/ticktacktoe.jpg
558.000,0.500,exp,examples/RSVP-Images/images/palm_tree.jpg
562.500,0.500,exp,examples/RSVP-Images/images/snack.jpg
567.000,0.500,exp,examples/RSVP-Images/images/hairnet.jpg
571.500,0.500,exp,examples/RSVP-Images/images/leech.jpg
576.000,0.500,exp,examples/RSVP-Images/images/seafood.jpg
580.500,0.500,exp,examples/RSVP-Images/images/amplifier.jpg
585.000,0.500,exp,examples/RSVP-Images/images/showerhead.jpg
589.500,0.500,exp,examples/RSVP-Images/images/knob.jpg
594.000,0.500,exp,examples/RSVP-Images/images/bulletin_board.jpg
598.500,0.500,exp,examples/RSVP-Images/images/mustache.jpg
603.000,0.500,exp,examples/RSVP-Images/images/cordon_bleu.jpg
607.500,0.500,exp,examples/RSVP-Images/images/sandpaper.jpg
612.000,0.500,exp,examples/RSVP-Images/images/bear.jpg
616.500,0.500,exp,examples/RSVP-Images/images/mattress.jpg
621.000,0.500,exp,examples/RSVP-Images/images/burner.jpg
625.500,0.500,exp,examples/RSVP-Images/images/sewing_kit.jpg
630.000,0.500,exp,examples/RSVP-Images/images/chalk.jpg
634.500,0.500,exp,examples/RSVP-Images/images/cabinet.jpg
639.000,0.500,exp,examples/RSVP-Images/images/paperclip.jpg
643.500,0.500,exp,examples/RSVP-Images/images/ratchet.jpg
648.000,0.500,exp,examples/RSVP-Images/images/navel.jpg
652.500,0.500,exp,examples/RSVP-Images/images/chicken_wire.jpg
657.000,0.500,exp,examples/RSVP-Images/images/gem.jpg
661.500,0.500,exp,examples/RSVP-Images/images/sand.jpg
