onset_time	duration	type	cond	stimuli
224700	400	IMAGE_STREAM	CheckBoardH	checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp
227700	400	TEXT_STREAM	clicDvideo	appuyez~trois fois~sur le bouton~droit
230700	400	SOUND	clicDaudio	clic3D.wav
234000	400	TEXT_STREAM	calculvideo	calculez~onze~moins~quatre
236700	400	SOUND	phraseAudio	ph17.wav
246000	400	TEXT_STREAM	phraseVideo	Il a perdu~les clefs~de sa~voiture
248400	400	IMAGE_STREAM	CheckBoardH	checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp
251700	400	SOUND	calculaudio	calc17.wav
254700	400	SOUND	clicGaudio	clic3G.wav
257399	400	SOUND	clicGaudio	clic3G.wav
260399	400	TEXT_STREAM	calculvideo	calculez~dix-huit~moins~huit
264000	400	IMAGE_STREAM	CheckBoardV	checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp
266700	400	IMAGE_STREAM	CheckBoardH	checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp
269700	400	IMAGE_STREAM	CheckBoardH	checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp
275400	400	TEXT_STREAM	clicDvideo	appuyez~trois fois~sur le bouton~droit
278400	400	IMAGE_STREAM	CheckBoardV	checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp
284400	400	SOUND	phraseAudio	ph18.wav
288000	400	TEXT_STREAM	phraseVideo	au dessus~des toits~volent~les avions
291000	400	TEXT_STREAM	clicDvideo	appuyez~trois fois~sur le bouton~droit
293400	400	SOUND	phraseAudio	ph19.wav
296700	400	SOUND	phraseAudio	ph20.wav
