onset_time	duration	type	cond	stimuli
257399	400	SOUND	clicGaudio	clic3G.wav
260399	400	TEXT_STREAM	calculvideo	calculez~quatorze~moins~six
264000	400	IMAGE_STREAM	CheckBoardV	checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp
266700	400	IMAGE_STREAM	CheckBoardH	checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp
269700	400	IMAGE_STREAM	CheckBoardH	checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp
275400	400	TEXT_STREAM	clicDvideo	appuyez~trois fois~sur le bouton~droit
278400	400	IMAGE_STREAM	CheckBoardV	checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp
284400	400	SOUND	phraseAudio	ph28.wav
288000	400	TEXT_STREAM	phraseVideo	on prend~l'avion~pour aller~au Brésil
291000	400	TEXT_STREAM	clicDvideo	appuyez~trois fois~sur le bouton~droit
293400	400	SOUND	phraseAudio	ph29.wav
296700	400	SOUND	phraseAudio	ph30.wav
