onset_time	duration	type	cond	stimuli
176700	400	IMAGE_STREAM	CheckBoardH	checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp
188400	400	IMAGE_STREAM	CheckBoardH	checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp
191700	400	SOUND	calculaudio	calc33.wav
195000	400	TEXT_STREAM	phraseVideo	on ne ~trouve pas~de melon~en hiver
198000	400	TEXT_STREAM	calculvideo	calculez~onze~moins~sept
201000	400	TEXT_STREAM	calculvideo	calculez~dix-neuf~moins~trois
203700	400	IMAGE_STREAM	CheckBoardV	checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp
207000	400	IMAGE_STREAM	CheckBoardV	checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp
210000	400	IMAGE_STREAM	CheckBoardV	checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp
212700	400	TEXT_STREAM	clicGvideo	appuyez~trois fois~sur le bouton~gauche
215700	400	TEXT_STREAM	clicGvideo	appuyez~trois fois~sur le bouton~gauche
218700	400	IMAGE_STREAM	CheckBoardH	checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp
221400	400	TEXT_STREAM	calculvideo	calculez~dix-sept~moins~trois
224700	400	IMAGE_STREAM	CheckBoardH	checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp
227700	400	TEXT_STREAM	clicDvideo	appuyez~trois fois~sur le bouton~droit
230700	400	SOUND	clicDaudio	clic3D.wav
234000	400	TEXT_STREAM	calculvideo	calculez~treize~moins~cinq
236700	400	SOUND	phraseAudio	ph37.wav
246000	400	TEXT_STREAM	phraseVideo	ils ont~préféré~éviter~la guerre
248400	400	IMAGE_STREAM	CheckBoardH	checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp
251700	400	SOUND	calculaudio	calc37.wav
254700	400	SOUND	clicGaudio	clic3G.wav
257399	400	SOUND	clicGaudio	clic3G.wav
260399	400	TEXT_STREAM	calculvideo	calculez~onze~moins~deux
264000	400	IMAGE_STREAM	CheckBoardV	checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp
266700	400	IMAGE_STREAM	CheckBoardH	checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp
269700	400	IMAGE_STREAM	CheckBoardH	checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp~checkerboard_hpb.bmp~checkerboard_hnb.bmp
275400	400	TEXT_STREAM	clicDvideo	appuyez~trois fois~sur le bouton~droit
278400	400	IMAGE_STREAM	CheckBoardV	checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp~checkerboard_vpb.bmp~checkerboard_vnb.bmp
284400	400	SOUND	phraseAudio	ph38.wav
288000	400	TEXT_STREAM	phraseVideo	la peur~a fait~battre~son cœur
291000	400	TEXT_STREAM	clicDvideo	appuyez~trois fois~sur le bouton~droit
293400	400	SOUND	phraseAudio	ph39.wav
296700	400	SOUND	phraseAudio	ph40.wav
